TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas,ENERGYSTARScore
43.13,1.0,1,32590,0,OTHER,32590.0,SPS-DISTRICT K-12,NORTH,OTHER,3,0,1,1,
13.16,1.0,1,37500,0,NON-REFRIGERATED WAREHOUSE,61419.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,31,0,1,1,36.0
33.92,1.0,2,39000,0,MEDICAL OFFICE,39000.0,NONRESIDENTIAL,CENTRAL,MEDICAL OFFICE,26,0,1,1,25.0
147.0,1.0,1,22180,0,OTHER - MALL,14000.0,NONRESIDENTIAL,SOUTHWEST,OTHER,92,0,1,1,
41.68,1.0,1,51704,0,K-12 SCHOOL,51704.0,SPS-DISTRICT K-12,GREATER DUWAMISH,K-12 SCHOOL,45,0,1,1,62.0
12.48,1.0,1,25920,0,DISTRIBUTION CENTER,19277.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,47,0,1,1,
5.17,1.0,1,25480,0,REFRIGERATED WAREHOUSE,25480.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,63,0,1,0,
19.93,1.0,2,31000,0,NON-REFRIGERATED WAREHOUSE,31000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,46,0,1,1,
19.82,1.0,1,29740,0,OFFICE,17804.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,55,0,1,1,57.0
13.02,1.0,1,23236,0,DISTRIBUTION CENTER,20736.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,62,0,1,1,
19.04,1.0,3,38075,0,OFFICE,29035.0,NONRESIDENTIAL,SOUTHEAST,SMALL- AND MID-SIZED OFFICE,7,0,1,1,
63.06,1.0,2,39170,0,OFFICE,35500.0,NONRESIDENTIAL,SOUTHEAST,SMALL- AND MID-SIZED OFFICE,46,0,1,1,81.0
10.05,1.0,1,36070,0,OTHER - RECREATION,66597.0,NONRESIDENTIAL COS,SOUTHEAST,OTHER,39,0,1,0,
0.82,1.0,2,20047,0,OTHER - SERVICES,20047.0,NONRESIDENTIAL,SOUTHEAST,OTHER,53,0,1,0,
3.89,1.0,1,20000,0,RETAIL STORE,20000.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,102,0,1,0,75.0
1.73,1.0,2,32400,0,NON-REFRIGERATED WAREHOUSE,32700.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,61,0,1,0,91.0
247.85,1.0,1,25159,0,SUPERMARKET/GROCERY STORE,25883.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SUPERMARKET / GROCERY STORE,54,0,1,1,38.0
83.1,1.0,1,27247,0,OTHER - RECREATION,14317.0,NONRESIDENTIAL COS,MAGNOLIA / QUEEN ANNE,OTHER,68,0,1,1,
1.7,1.0,1,26680,0,DISTRIBUTION CENTER,33987.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,61,0,1,0,92.0
61.71,1.0,1,31521,0,NON-REFRIGERATED WAREHOUSE,31521.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,63,0,1,1,6.0
46.64,1.0,1,24000,0,NON-REFRIGERATED WAREHOUSE,20400.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,65,0,1,1,
65.65,1.0,1,21900,0,SELF-STORAGE FACILITY,21900.0,NONRESIDENTIAL,GREATER DUWAMISH,SELF-STORAGE FACILITY,64,0,1,1,
10.75,1.0,1,38005,0,NON-REFRIGERATED WAREHOUSE,21560.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,55,0,1,1,
39.05,1.0,1,35579,0,DISTRIBUTION CENTER,35579.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,18,0,1,1,72.0
1.67,1.0,1,49950,0,DISTRIBUTION CENTER,49950.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,41,0,1,0,77.0
50.69,1.0,3,62078,0,K-12 SCHOOL,62078.0,SPS-DISTRICT K-12,EAST,K-12 SCHOOL,15,0,1,1,97.0
31.6,1.0,2,22612,0,WORSHIP FACILITY,22612.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WORSHIP FACILITY,69,0,1,1,87.0
67.52,1.0,2,38787,0,AUTOMOBILE DEALERSHIP,38787.0,NONRESIDENTIAL,NORTH,OTHER,40,0,1,1,
28.58,2.0,2,50368,0,SELF-STORAGE FACILITY,50369.0,NONRESIDENTIAL,NORTH,SELF-STORAGE FACILITY,28,0,1,1,
61.53,1.0,1,30545,0,NON-REFRIGERATED WAREHOUSE,23545.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,78,0,1,1,12.0
29.82,1.0,3,32691,0,K-12 SCHOOL,33550.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,K-12 SCHOOL,94,0,1,1,99.0
47.59,1.0,2,24227,0,WORSHIP FACILITY,26210.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WORSHIP FACILITY,53,0,1,1,55.0
18.85,1.0,1,27000,0,DISTRIBUTION CENTER,27000.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,60,0,1,1,61.0
62.94,1.0,3,95501,0,K-12 SCHOOL,95501.0,SPS-DISTRICT K-12,LAKE UNION,K-12 SCHOOL,17,0,1,1,88.0
2.52,1.0,2,21183,0,OFFICE,13945.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,59,0,1,0,99.0
6.18,1.0,3,29392,3834,OFFICE,29392.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,55,0,1,1,91.0
32.8,1.0,5,137738,55504,OFFICE,77796.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,31,0,1,0,62.0
39.5,1.0,3,21118,0,RESIDENCE HALL/DORMITORY,21118.0,NONRESIDENTIAL,LAKE UNION,RESIDENCE HALL,28,0,1,1,49.0
72.26,1.0,5,206126,79284,OFFICE,101941.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,3,0,1,1,98.0
11.27,1.0,2,20500,0,OFFICE,20500.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,116,0,1,1,48.0
480.9,1.0,2,34636,31000,SENIOR CARE COMMUNITY,36000.0,NONRESIDENTIAL,BALLARD,SENIOR CARE COMMUNITY,50,0,1,1,3.0
15.47,1.0,2,25521,0,WORSHIP FACILITY,25521.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,86,0,1,1,82.0
68.14,1.0,1,23190,0,K-12 SCHOOL,23190.0,NONRESIDENTIAL,NORTHEAST,K-12 SCHOOL,30,0,1,1,79.0
32.63,1.0,1,20678,0,OFFICE,23100.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,56,0,1,1,98.0
106.45,1.0,3,28820,0,K-12 SCHOOL,33780.0,NONRESIDENTIAL,NORTHWEST,K-12 SCHOOL,94,0,1,1,43.0
68.97,1.0,2,27876,0,WORSHIP FACILITY,44816.0,NONRESIDENTIAL,SOUTHEAST,WORSHIP FACILITY,62,0,1,1,69.0
29.41,1.0,1,48789,0,K-12 SCHOOL,48789.0,SPS-DISTRICT K-12,MAGNOLIA / QUEEN ANNE,K-12 SCHOOL,91,0,1,1,94.0
69.77,1.0,1,33105,0,K-12 SCHOOL,33105.0,SPS-DISTRICT K-12,SOUTHEAST,K-12 SCHOOL,91,0,1,1,79.0
235.26,1.0,2,48882,7233,SENIOR CARE COMMUNITY,41922.0,NONRESIDENTIAL,SOUTHEAST,SENIOR CARE COMMUNITY,50,0,1,1,51.0
3.06,1.0,1,22320,0,NON-REFRIGERATED WAREHOUSE,22320.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,39,0,1,0,62.0
348.22,1.0,1,47105,0,MANUFACTURING/INDUSTRIAL PLANT,45320.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,40,0,1,1,
10.26,1.0,2,40029,0,OFFICE,31800.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,34,0,1,0,69.0
8.85,1.0,2,28304,0,OFFICE,27185.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,46,0,1,0,67.0
3.16,1.0,1,26400,0,OTHER - RECREATION,20560.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,46,0,1,0,
64.81,1.0,1,27680,0,NON-REFRIGERATED WAREHOUSE,25000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,48,0,1,1,
45.79,1.0,2,25872,0,OFFICE,23272.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,47,0,1,1,
81.96,1.0,2,25872,0,OFFICE,24988.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,47,0,1,1,41.0
1.55,1.0,1,20500,0,NON-REFRIGERATED WAREHOUSE,21386.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,0,65.0
3.73,1.0,2,21436,0,OFFICE,21436.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,58,0,1,0,95.0
18.16,1.0,1,20233,0,OFFICE,7245.0,NONRESIDENTIAL,NORTHEAST,MIXED USE PROPERTY,18,0,1,1,
14.49,1.0,4,39926,12400,OFFICE,24335.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,10,0,1,1,
28.09,1.0,3,31417,8110,OFFICE,26295.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,31,0,1,1,94.0
4.95,1.0,6,46580,0,SELF-STORAGE FACILITY,46580.0,NONRESIDENTIAL,DOWNTOWN,SELF-STORAGE FACILITY,88,0,1,0,
3.34,1.0,2,25920,0,RETAIL STORE,25920.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,100,0,1,0,5.0
13.71,1.0,2,25920,0,RETAIL STORE,38880.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,97,0,1,1,93.0
36.92,1.0,8,61721,0,NON,0.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,106,0,1,1,93.0
46.48,1.0,2,25920,0,OFFICE,23995.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,97,0,1,1,75.0
149.91,1.0,4,39760,0,OFFICE,39760.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,91,1,1,1,92.0
94.85,1.0,3,30971,0,OTHER,30971.0,NONRESIDENTIAL,EAST,OTHER,96,1,1,1,
148.55,1.0,3,22667,0,OFFICE,22667.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,70,1,1,1,1.0
60.88,1.0,2,33840,0,NON-REFRIGERATED WAREHOUSE,18740.0,NONRESIDENTIAL,LAKE UNION,WAREHOUSE,89,0,1,1,
110.17,5.0,3,41827,9226,MULTIFAMILY HOUSING,14273.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,15,0,1,1,
9.0,1.0,5,33740,6010,OFFICE,15908.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,15,0,1,0,79.0
42.04,1.0,2,20516,0,RETAIL STORE,10155.0,NONRESIDENTIAL,LAKE UNION,RETAIL STORE,105,0,1,1,98.0
8.47,1.0,3,27480,0,RETAIL STORE,22218.0,NONRESIDENTIAL,LAKE UNION,RETAIL STORE,110,0,1,0,88.0
30.32,1.0,1,46958,0,OFFICE,40313.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,69,0,1,1,95.0
66.53,1.0,1,26532,0,DISTRIBUTION CENTER,26532.0,NONRESIDENTIAL,LAKE UNION,DISTRIBUTION CENTER,32,0,1,1,5.0
9.46,1.0,2,22388,0,OFFICE,19600.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,35,0,1,1,
73.52,1.0,1,30730,0,OTHER,30730.0,NONRESIDENTIAL,LAKE UNION,OTHER,47,0,1,1,
18.34,1.0,2,35600,0,OFFICE,36839.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,30,0,1,1,47.0
82.34,1.0,3,62000,0,WORSHIP FACILITY,57200.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WORSHIP FACILITY,67,0,1,1,81.0
5.41,1.0,2,23600,0,OFFICE,23600.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,35,0,1,0,82.0
16.06,1.0,3,40067,0,OFFICE,40067.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,30,0,1,0,43.0
7.49,1.0,3,26419,6922,OFFICE,26419.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,27,0,1,0,67.0
23.85,1.0,3,25262,0,OFFICE,25262.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,37,0,1,1,54.0
38.12,1.0,3,53103,0,OTHER,38723.0,NONRESIDENTIAL,LAKE UNION,OTHER,20,0,1,1,
11.29,1.0,3,34106,0,OFFICE,32739.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,36,0,1,0,57.0
16.13,1.0,3,34545,0,OFFICE,34545.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,36,0,1,0,29.0
19.39,1.0,3,70296,0,OFFICE,70296.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,36,0,1,0,86.0
8.49,1.0,4,27838,0,OFFICE,27838.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,114,0,1,0,77.0
30.02,2.0,2,28368,0,DISTRIBUTION CENTER,35300.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,45,0,1,1,
127.1,1.0,2,92080,0,OTHER,92129.0,NONRESIDENTIAL,NORTHWEST,OTHER,52,0,1,1,
49.58,1.0,1,20236,0,OTHER - RECREATION,20236.0,NONRESIDENTIAL,NORTHWEST,OTHER,55,0,1,1,
40.22,1.0,2,39815,0,OFFICE,27118.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,65,0,1,1,62.0
15.9,1.0,4,25557,0,RESIDENTIAL CARE FACILITY,25557.0,NONRESIDENTIAL COS,NORTHWEST,OTHER,46,0,1,0,
122.73,1.0,2,26994,0,OTHER - SERVICES,16243.0,NONRESIDENTIAL COS,NORTHWEST,OTHER,58,0,1,1,
10.36,1.0,1,48112,0,NON-REFRIGERATED WAREHOUSE,48112.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,44,0,1,0,73.0
32.86,1.0,1,20909,0,OTHER - PUBLIC SERVICES,19050.0,NONRESIDENTIAL,NORTHWEST,OTHER,7,0,1,1,
12.35,1.0,2,42793,16518,OFFICE,26275.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,15,0,1,0,27.0
176.79,1.0,2,45000,0,OTHER - RECREATION,45000.0,NONRESIDENTIAL,NORTHWEST,OTHER,9,0,1,1,
36.74,1.0,1,26115,0,RETAIL STORE,26115.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,18,0,1,1,43.0
45.33,1.0,1,26033,0,WORSHIP FACILITY,30044.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,67,0,1,1,78.0
61.98,1.0,4,48660,0,K-12 SCHOOL,49468.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,K-12 SCHOOL,9,0,1,1,82.0
180.38,1.0,2,46539,0,SENIOR CARE COMMUNITY,46539.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SENIOR CARE COMMUNITY,46,0,1,1,73.0
79.58,1.0,4,29796,0,RESIDENCE HALL/DORMITORY,29796.0,NONRESIDENTIAL,DOWNTOWN,RESIDENCE HALL,107,0,1,1,47.0
17.12,1.0,2,26400,0,RETAIL STORE,14428.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,96,0,1,1,36.0
8.8,1.0,3,38148,0,OFFICE,37853.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,98,0,1,0,98.0
12.77,1.0,2,28800,0,NON-REFRIGERATED WAREHOUSE,14400.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,88,0,1,1,
12.59,1.0,5,31945,0,WORSHIP FACILITY,31945.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WORSHIP FACILITY,61,0,1,0,4.0
31.24,1.0,5,85963,33055,OFFICE,52908.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,31,0,1,0,43.0
26.38,1.0,4,34680,0,RETAIL STORE,34680.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,116,0,1,1,92.0
247.97,1.0,3,75058,34510,WORSHIP FACILITY,75058.0,NONRESIDENTIAL,DOWNTOWN,WORSHIP FACILITY,48,0,1,1,24.0
20.76,1.0,1,36504,0,RETAIL STORE,16200.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,101,0,1,1,2.0
20.9,1.0,6,35200,0,OFFICE,35200.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,109,0,1,0,8.0
48.35,1.0,5,35840,0,OFFICE,35840.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,109,0,1,1,83.0
9.3,1.0,2,25920,0,BANK BRANCH,23230.0,NONRESIDENTIAL,DOWNTOWN,OTHER,75,0,1,0,60.0
73.61,1.0,4,30525,0,OFFICE,15609.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,88,1,1,0,17.0
101.34,1.0,4,49243,0,OTHER/SPECIALTY HOSPITAL,52284.0,NONRESIDENTIAL,EAST,OTHER,52,0,1,1,
71.23,1.0,3,20411,0,SOCIAL/MEETING HALL,20411.0,NONRESIDENTIAL,EAST,OTHER,104,0,1,1,
85.55,1.0,2,30855,10285,MEDICAL OFFICE,21571.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,54,0,1,1,2.0
107.45,1.0,3,73549,0,OFFICE,41632.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,106,0,1,1,90.0
462.4,1.0,5,45780,11400,OTHER - EDUCATION,45780.0,NONRESIDENTIAL,EAST,OTHER,28,1,1,1,
60.04,1.0,3,39115,0,MEDICAL OFFICE,50000.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,53,0,1,1,42.0
55.61,1.0,3,38038,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,35886.0,NONRESIDENTIAL,EAST,OTHER,100,1,1,0,
123.41,1.0,3,37796,0,WORSHIP FACILITY,53000.0,NONRESIDENTIAL,EAST,WORSHIP FACILITY,54,1,1,1,55.0
37.34,1.0,1,27744,0,OFFICE,18380.0,NONRESIDENTIAL COS,BALLARD,SMALL- AND MID-SIZED OFFICE,23,0,1,0,
1.12,1.0,1,36444,0,NON-REFRIGERATED WAREHOUSE,36444.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,56,0,1,0,80.0
31.61,1.0,1,27553,0,NON-REFRIGERATED WAREHOUSE,27553.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,66,0,1,1,63.0
34.87,3.0,1,57310,0,DISTRIBUTION CENTER,57310.0,NONRESIDENTIAL,BALLARD,DISTRIBUTION CENTER,65,0,1,1,
16.57,1.0,2,25920,0,OFFICE,10109.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,96,0,1,1,
73.0,1.0,3,40686,0,RESTAURANT,40686.0,NONRESIDENTIAL,LAKE UNION,RESTAURANT,97,0,1,1,
82.72,1.0,2,45271,0,RETAIL STORE,45271.0,NONRESIDENTIAL,LAKE UNION,RETAIL STORE,52,0,1,1,57.0
35.77,1.0,3,28380,12180,OFFICE,28380.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,96,0,1,1,62.0
487.53,1.0,5,508160,0,OFFICE,329850.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,7,0,1,1,77.0
32.09,1.0,3,26176,0,OFFICE,23730.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,90,0,1,1,95.0
73.48,1.0,1,37740,0,OFFICE,37481.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,90,0,1,1,1.0
184.09,1.0,1,26000,0,OTHER,49847.0,NONRESIDENTIAL COS,MAGNOLIA / QUEEN ANNE,OTHER,55,1,1,0,
20.64,1.0,3,23241,0,WORSHIP FACILITY,23241.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WORSHIP FACILITY,7,0,1,1,66.0
255.83,1.0,1,155795,0,OTHER,155795.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,54,0,1,1,
24.62,1.0,1,21018,0,OTHER,21018.0,NONRESIDENTIAL COS,MAGNOLIA / QUEEN ANNE,OTHER,14,1,1,0,
192.12,1.0,1,30533,0,MUSEUM,28631.0,NONRESIDENTIAL COS,MAGNOLIA / QUEEN ANNE,OTHER,18,0,1,1,
523.95,1.0,2,33971,0,OTHER - RECREATION,50000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,55,0,1,1,
41.06,1.0,2,40600,0,OTHER,33000.0,NONRESIDENTIAL COS,MAGNOLIA / QUEEN ANNE,OTHER,24,1,1,1,
13.97,1.0,4,38038,0,OFFICE,38038.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,17,0,1,0,84.0
77.8,1.0,4,64596,24596,OFFICE,41591.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,9,0,1,1,92.0
234.03,1.0,3,41466,6062,OFFICE,35404.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,88,0,1,1,1.0
86.51,1.0,6,130710,100800,OFFICE,120548.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,3,0,1,1,92.0
13.33,1.0,4,35780,0,OFFICE,22341.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,90,0,1,0,77.0
3.94,1.0,4,25132,7308,OFFICE,8061.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,MIXED USE PROPERTY,52,0,1,0,41.0
119.34,1.0,1,49680,0,OTHER,49680.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,50,1,1,0,
44.33,1.0,1,36314,0,OTHER,36314.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,54,1,1,1,
8.77,1.0,2,25920,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,11888.0,NONRESIDENTIAL,DOWNTOWN,OTHER,100,0,1,0,
77.48,1.0,4,47686,0,OFFICE,25500.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,97,1,1,0,72.0
98.28,1.0,2,49280,0,RETAIL STORE,15614.0,CAMPUS,DOWNTOWN,MIXED USE PROPERTY,116,0,1,1,
26.34,1.0,4,45500,0,MULTIFAMILY HOUSING,22669.0,CAMPUS,DOWNTOWN,LOW-RISE MULTIFAMILY,74,0,1,0,
218.79,1.0,2,25380,0,RESTAURANT,17114.0,CAMPUS,DOWNTOWN,RESTAURANT,104,0,1,1,
44.89,1.0,6,40715,0,OFFICE,20895.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,101,0,1,1,
11.97,1.0,4,82065,34800,PARKING,36036.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,26,0,1,0,91.0
12.98,1.0,4,36160,0,OFFICE,36160.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,106,0,1,0,47.0
143.34,1.0,1,34617,0,OTHER - RESTAURANT/BAR,6455.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,98,0,1,1,
14.13,1.0,5,66900,0,OFFICE,68048.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,107,0,1,1,100.0
75.99,1.0,3,29340,0,OFFICE,12714.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,106,0,1,1,
2.01,1.0,2,22710,0,FOOD SERVICE,22710.0,NONRESIDENTIAL,DOWNTOWN,OTHER,86,0,1,0,
22.46,1.0,3,50499,13540,OFFICE,36959.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,16,0,1,1,13.0
41.22,1.0,5,54465,9605,OFFICE,57972.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,52,0,1,1,68.0
182.81,1.0,2,45960,0,K-12 SCHOOL,45960.0,NONRESIDENTIAL,EAST,K-12 SCHOOL,86,0,1,1,56.0
3.04,1.0,2,21128,0,OFFICE,21128.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,57,0,1,0,97.0
220.26,1.0,4,274442,0,HOTEL,108763.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,8,0,1,1,
10.73,1.0,3,51552,0,OFFICE,54150.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,3,0,1,0,
75.25,1.0,4,38520,0,HOTEL,38500.0,NONRESIDENTIAL,LAKE UNION,HOTEL,57,0,1,1,37.0
30.22,1.0,3,29186,4256,HOTEL,19000.0,NONRESIDENTIAL,LAKE UNION,HOTEL,55,0,1,1,95.0
4.05,1.0,1,27338,0,WORSHIP FACILITY,27338.0,NONRESIDENTIAL,LAKE UNION,WORSHIP FACILITY,56,0,1,0,56.0
77.76,1.0,2,85750,65640,PARKING,65000.0,NONRESIDENTIAL,EAST,OTHER,17,0,1,1,
422.45,1.0,2,34416,0,LABORATORY,20649.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LABORATORY,54,0,1,1,
115.43,1.0,3,45864,0,OFFICE,45864.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,86,0,1,1,94.0
104.91,1.0,2,49252,0,K-12 SCHOOL,61099.0,NONRESIDENTIAL,NORTHWEST,K-12 SCHOOL,17,0,1,1,23.0
10.15,1.0,1,34005,0,K-12 SCHOOL,50337.0,SPS-DISTRICT K-12,NORTH,K-12 SCHOOL,66,0,1,1,94.0
46.46,1.0,1,41221,0,K-12 SCHOOL,60814.0,SPS-DISTRICT K-12,SOUTHWEST,K-12 SCHOOL,67,0,1,1,83.0
35.96,1.0,3,33176,0,OFFICE,33176.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,29,0,1,1,89.0
55.95,1.0,3,25194,3764,RETAIL STORE,10751.0,NONRESIDENTIAL,LAKE UNION,RETAIL STORE,23,0,1,1,
50.67,1.0,2,75605,0,K-12 SCHOOL,75605.0,SPS-DISTRICT K-12,SOUTHEAST,K-12 SCHOOL,16,0,1,1,83.0
